TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-25T10:30:00,65126,1024,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-25T10:30:00,51517,563,,53.1648,18.4834
06,lubelskie,2020-11-25T10:30:00,46483,897,,51.2494,23.1011
08,lubuskie,2020-11-25T10:30:00,19878,308,1,52.2275,15.2559
10,łódzkie,2020-11-25T10:30:00,60987,863,,51.4635,19.1727
12,małopolskie,2020-11-25T10:30:00,92759,1811,,49.7225,20.2503
14,mazowieckie,2020-11-25T10:30:00,110566,1867,,51.8927,21.0022
16,opolskie,2020-11-25T10:30:00,26907,586,,50.8004,17.938
18,podkarpackie,2020-11-25T10:30:00,48736,1090,,50.0575,22.0896
20,podlaskie,2020-11-25T10:30:00,24364,422,,53.0697,22.9675
22,pomorskie,2020-11-25T10:30:00,51788,752,,54.2944,18.1531
24,śląskie,2020-11-25T10:30:00,121479,2019,,50.5717,19.322
26,świętokrzyskie,2020-11-25T10:30:00,28215,532,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-25T10:30:00,27998,414,,53.8671,20.7028
30,wielkopolskie,2020-11-25T10:30:00,90889,1419,,52.28,17.3523
32,zachodniopomorskie,2020-11-25T10:30:00,33812,421,,53.4658,15.1823
,nieokreślono,2020-11-25T10:00:00,22918,,469526,52.0693,19.4803
