TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-07T10:30:00,31507,508,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-07T10:30:00,32231,218,,53.1648,18.4834
06,lubelskie,2020-11-07T10:30:00,27188,406,,51.2494,23.1011
08,lubuskie,2020-11-07T10:30:00,9910,143,1,52.2275,15.2559
10,łódzkie,2020-11-07T10:30:00,38066,507,,51.4635,19.1727
12,małopolskie,2020-11-07T10:30:00,58422,889,,49.7225,20.2503
14,mazowieckie,2020-11-07T10:30:00,71163,978,,51.8927,21.0022
16,opolskie,2020-11-07T10:30:00,14383,289,,50.8004,17.938
18,podkarpackie,2020-11-07T10:30:00,31287,578,,50.0575,22.0896
20,podlaskie,2020-11-07T10:30:00,12950,189,,53.0697,22.9675
22,pomorskie,2020-11-07T10:30:00,29342,391,,54.2944,18.1531
24,śląskie,2020-11-07T10:30:00,67263,1154,,50.5717,19.322
26,świętokrzyskie,2020-11-07T10:30:00,16319,299,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-07T10:30:00,13361,169,,53.8671,20.7028
30,wielkopolskie,2020-11-07T10:30:00,52147,748,,52.28,17.3523
32,zachodniopomorskie,2020-11-07T10:30:00,16101,170,,53.4658,15.1823
,nieokreślono,2020-11-07T10:00:00,,,200509,52.0693,19.4803
