TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-19T10:32:00,57808,827,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-19T10:32:00,45056,457,,53.1648,18.4834
06,lubelskie,2020-11-19T10:32:00,40911,706,,51.2494,23.1011
08,lubuskie,2020-11-19T10:32:00,16922,244,1,52.2275,15.2559
10,łódzkie,2020-11-19T10:32:00,54337,666,,51.4635,19.1727
12,małopolskie,2020-11-19T10:32:00,84283,1423,,49.7225,20.2503
14,mazowieckie,2020-11-19T10:32:00,97156,1551,,51.8927,21.0022
16,opolskie,2020-11-19T10:32:00,23385,481,,50.8004,17.938
18,podkarpackie,2020-11-19T10:32:00,44651,896,,50.0575,22.0896
20,podlaskie,2020-11-19T10:32:00,20637,336,,53.0697,22.9675
22,pomorskie,2020-11-19T10:32:00,44319,620,,54.2944,18.1531
24,śląskie,2020-11-19T10:32:00,111359,1709,,50.5717,19.322
26,świętokrzyskie,2020-11-19T10:32:00,25178,442,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-19T10:32:00,22667,305,,53.8671,20.7028
30,wielkopolskie,2020-11-19T10:32:00,80087,1155,,52.28,17.3523
32,zachodniopomorskie,2020-11-19T10:32:00,28042,270,,53.4658,15.1823
,nieokreślono,2020-11-19T10:00:00,,,361885,52.0693,19.4803
