TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-10-15T10:31:00,8070,203,,51.134,16.8842
04,kujawsko-pomorskie,2020-10-15T10:31:00,6465,110,,53.1648,18.4834
06,lubelskie,2020-10-15T10:31:00,5574,92,,51.2494,23.1011
08,lubuskie,2020-10-15T10:31:00,2116,25,1,52.2275,15.2559
10,łódzkie,2020-10-15T10:31:00,10947,318,,51.4635,19.1727
12,małopolskie,2020-10-15T10:31:00,19716,281,,49.7225,20.2503
14,mazowieckie,2020-10-15T10:31:00,20731,520,,51.8927,21.0022
16,opolskie,2020-10-15T10:31:00,4065,111,,50.8004,17.938
18,podkarpackie,2020-10-15T10:31:00,7662,214,,50.0575,22.0896
20,podlaskie,2020-10-15T10:31:00,3756,71,,53.0697,22.9675
22,pomorskie,2020-10-15T10:31:00,9217,153,,54.2944,18.1531
24,śląskie,2020-10-15T10:31:00,27592,634,,50.5717,19.322
26,świętokrzyskie,2020-10-15T10:31:00,4324,91,,50.6261,20.9406
28,warmińsko-mazurskie,2020-10-15T10:31:00,3106,46,,53.8671,20.7028
30,wielkopolskie,2020-10-15T10:31:00,12989,397,,52.28,17.3523
32,zachodniopomorskie,2020-10-15T10:31:00,3573,42,,53.4658,15.1823
,nieokreślono,2020-10-15T10:00:00,,,85587,52.0693,19.4803
