TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-12T10:35:00,42074,620,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-12T10:35:00,37671,296,,53.1648,18.4834
06,lubelskie,2020-11-12T10:35:00,33382,513,,51.2494,23.1011
08,lubuskie,2020-11-12T10:35:00,13052,181,1,52.2275,15.2559
10,łódzkie,2020-11-12T10:35:00,45283,555,,51.4635,19.1727
12,małopolskie,2020-11-12T10:35:00,71654,1047,,49.7225,20.2503
14,mazowieckie,2020-11-12T10:35:00,80596,1190,,51.8927,21.0022
16,opolskie,2020-11-12T10:35:00,18348,360,,50.8004,17.938
18,podkarpackie,2020-11-12T10:35:00,38033,666,,50.0575,22.0896
20,podlaskie,2020-11-12T10:35:00,16819,250,,53.0697,22.9675
22,pomorskie,2020-11-12T10:35:00,35350,463,,54.2944,18.1531
24,śląskie,2020-11-12T10:35:00,88134,1304,,50.5717,19.322
26,świętokrzyskie,2020-11-12T10:35:00,19170,354,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-12T10:35:00,16795,210,,53.8671,20.7028
30,wielkopolskie,2020-11-12T10:35:00,65134,881,,52.28,17.3523
32,zachodniopomorskie,2020-11-12T10:35:00,20001,190,,53.4658,15.1823
,nieokreślono,2020-11-12T10:00:00,,,254348,52.0693,19.4803
