TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-10-21T10:30:00,10839,239,,51.134,16.8842
04,kujawsko-pomorskie,2020-10-21T10:30:00,9618,123,,53.1648,18.4834
06,lubelskie,2020-10-21T10:30:00,8270,140,,51.2494,23.1011
08,lubuskie,2020-10-21T10:30:00,3193,35,1,52.2275,15.2559
10,łódzkie,2020-10-21T10:30:00,14979,333,,51.4635,19.1727
12,małopolskie,2020-10-21T10:30:00,27011,372,,49.7225,20.2503
14,mazowieckie,2020-10-21T10:30:00,27762,556,,51.8927,21.0022
16,opolskie,2020-10-21T10:30:00,5898,131,,50.8004,17.938
18,podkarpackie,2020-10-21T10:30:00,11656,275,,50.0575,22.0896
20,podlaskie,2020-10-21T10:30:00,5005,87,,53.0697,22.9675
22,pomorskie,2020-10-21T10:30:00,12267,191,,54.2944,18.1531
24,śląskie,2020-10-21T10:30:00,32688,698,,50.5717,19.322
26,świętokrzyskie,2020-10-21T10:30:00,5986,105,,50.6261,20.9406
28,warmińsko-mazurskie,2020-10-21T10:30:00,4424,63,,53.8671,20.7028
30,wielkopolskie,2020-10-21T10:30:00,17727,452,,52.28,17.3523
32,zachodniopomorskie,2020-10-21T10:30:00,5256,51,,53.4658,15.1823
,nieokreślono,2020-10-21T10:00:00,,,98883,52.0693,19.4803
