TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-08-12T10:35:00,3582,159,,51.134,16.8842
04,kujawsko-pomorskie,2020-08-12T10:35:00,942,50,,53.1648,18.4834
06,lubelskie,2020-08-12T10:35:00,1223,22,,51.2494,23.1011
08,lubuskie,2020-08-12T10:35:00,555,12,1,52.2275,15.2559
10,łódzkie,2020-08-12T10:35:00,4433,218,,51.4635,19.1727
12,małopolskie,2020-08-12T10:35:00,5073,86,,49.7225,20.2503
14,mazowieckie,2020-08-12T10:35:00,7521,391,,51.8927,21.0022
16,opolskie,2020-08-12T10:35:00,1366,58,,50.8004,17.938
18,podkarpackie,2020-08-12T10:35:00,1728,73,,50.0575,22.0896
20,podlaskie,2020-08-12T10:35:00,1102,24,,53.0697,22.9675
22,pomorskie,2020-08-12T10:35:00,1374,41,,54.2944,18.1531
24,śląskie,2020-08-12T10:35:00,18397,428,,50.5717,19.322
26,świętokrzyskie,2020-08-12T10:35:00,1112,46,,50.6261,20.9406
28,warmińsko-mazurskie,2020-08-12T10:35:00,572,3,,53.8671,20.7028
30,wielkopolskie,2020-08-12T10:35:00,4588,210,,52.28,17.3523
32,zachodniopomorskie,2020-08-12T10:35:00,919,23,,53.4658,15.1823
XX,nieokreślono,2020-08-13T10:00:00,,,37960,52.0693,19.4803
