TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-10-07T10:43:00,5896,185,,51.134,16.8842
04,kujawsko-pomorskie,2020-10-07T10:43:00,3867,83,,53.1648,18.4834
06,lubelskie,2020-10-07T10:43:00,3517,61,,51.2494,23.1011
08,lubuskie,2020-10-07T10:43:00,1299,21,1,52.2275,15.2559
10,łódzkie,2020-10-07T10:43:00,7791,294,,51.4635,19.1727
12,małopolskie,2020-10-07T10:43:00,13100,218,,49.7225,20.2503
14,mazowieckie,2020-10-07T10:43:00,14876,466,,51.8927,21.0022
16,opolskie,2020-10-07T10:43:00,2686,90,,50.8004,17.938
18,podkarpackie,2020-10-07T10:43:00,4912,162,,50.0575,22.0896
20,podlaskie,2020-10-07T10:43:00,2637,51,,53.0697,22.9675
22,pomorskie,2020-10-07T10:43:00,6419,112,,54.2944,18.1531
24,śląskie,2020-10-07T10:43:00,23916,577,,50.5717,19.322
26,świętokrzyskie,2020-10-07T10:43:00,2757,68,,50.6261,20.9406
28,warmińsko-mazurskie,2020-10-07T10:43:00,2144,26,,53.8671,20.7028
30,wielkopolskie,2020-10-07T10:43:00,9101,341,,52.28,17.3523
32,zachodniopomorskie,2020-10-07T10:43:00,2401,37,,53.4658,15.1823
,nieokreślono,2020-10-07T10:00:00,,,75345,52.0693,19.4803
