TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-04-11T23:59:59,660,22,,51.134,16.8842
04,kujawsko-pomorskie,2020-04-11T23:59:59,313,7,,53.1648,18.4834
06,lubelskie,2020-04-11T23:59:59,225,10,,51.2494,23.1011
08,lubuskie,2020-04-11T23:59:59,76,,1,52.2275,15.2559
10,łódzkie,2020-04-11T23:59:59,492,7,,51.4635,19.1727
12,małopolskie,2020-04-11T23:59:59,486,10,,49.7225,20.2503
14,mazowieckie,2020-04-11T23:59:59,1629,52,,51.8927,21.0022
16,opolskie,2020-04-11T23:59:59,143,6,,50.8004,17.938
18,podkarpackie,2020-04-11T23:59:59,220,11,,50.0575,22.0896
20,podlaskie,2020-04-11T23:59:59,195,1,,53.0697,22.9675
22,pomorskie,2020-04-11T23:59:59,163,1,,54.2944,18.1531
24,śląskie,2020-04-11T23:59:59,781,43,,50.5717,19.322
26,świętokrzyskie,2020-04-11T23:59:59,136,4,,50.6261,20.9406
28,warmińsko-mazurskie,2020-04-11T23:59:59,111,1,,53.8671,20.7028
30,wielkopolskie,2020-04-11T23:59:59,535,31,,52.28,17.3523
32,zachodniopomorskie,2020-04-11T23:59:59,191,2,,53.4658,15.1823
XX,nieokreślono,2020-04-11T23:59:59,,,374,52.0693,19.4803
