TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-07-20T10:31:00,3073,152,,51.134,16.8842
04,kujawsko-pomorskie,2020-07-20T10:31:00,724,49,,53.1648,18.4834
06,lubelskie,2020-07-19T10:31:00,882,20,,51.2494,23.1011
08,lubuskie,2020-07-20T10:31:00,319,1,1,52.2275,15.2559
10,łódzkie,2020-07-20T10:31:00,3630,193,,51.4635,19.1727
12,małopolskie,2020-07-20T10:31:00,2534,49,,49.7225,20.2503
14,mazowieckie,2020-07-20T10:31:00,5704,365,,51.8927,21.0022
16,opolskie,2020-07-20T10:31:00,1040,54,,50.8004,17.938
18,podkarpackie,2020-07-20T10:31:00,1097,56,,50.0575,22.0896
20,podlaskie,2020-07-20T10:31:00,915,16,,53.0697,22.9675
22,pomorskie,2020-07-20T10:31:00,746,39,,54.2944,18.1531
24,śląskie,2020-07-20T10:31:00,14418,373,,50.5717,19.322
26,świętokrzyskie,2020-07-20T10:31:00,890,45,,50.6261,20.9406
28,warmińsko-mazurskie,2020-07-20T10:31:00,298,2,,53.8671,20.7028
30,wielkopolskie,2020-07-20T10:31:00,3453,190,,52.28,17.3523
32,zachodniopomorskie,2020-07-20T10:31:00,660,23,,53.4658,15.1823
XX,nieokreślono,2020-07-20T10:00:00,,,30538,52.0693,19.4803
