TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-12-09T10:30:00,76558,1499,,51.134,16.8842
04,kujawsko-pomorskie,2020-12-09T10:30:00,64856,853,,53.1648,18.4834
06,lubelskie,2020-12-09T10:30:00,55364,1326,,51.2494,23.1011
08,lubuskie,2020-12-09T10:30:00,24674,454,1,52.2275,15.2559
10,łódzkie,2020-12-09T10:30:00,71470,1349,,51.4635,19.1727
12,małopolskie,2020-12-09T10:30:00,101254,2284,,49.7225,20.2503
14,mazowieckie,2020-12-09T10:30:00,130089,2566,,51.8927,21.0022
16,opolskie,2020-12-09T10:30:00,31850,818,,50.8004,17.938
18,podkarpackie,2020-12-09T10:30:00,54080,1489,,50.0575,22.0896
20,podlaskie,2020-12-09T10:30:00,28781,613,,53.0697,22.9675
22,pomorskie,2020-12-09T10:30:00,63764,1155,,54.2944,18.1531
24,śląskie,2020-12-09T10:30:00,137900,2682,,50.5717,19.322
26,świętokrzyskie,2020-12-09T10:30:00,31836,721,,50.6261,20.9406
28,warmińsko-mazurskie,2020-12-09T10:30:00,38359,753,,53.8671,53.8671
30,wielkopolskie,2020-12-09T10:30:00,108499,1935,,52.28,17.3523
32,zachodniopomorskie,2020-12-09T10:30:00,44744,663,,53.4658,15.1823
,nieokreślono,2020-12-09T10:00:00,24268,,768240,52.0693,19.4803
