TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-12-26T10:30:00,86031,1865,,51.134,16.8842
04,kujawsko-pomorskie,2020-12-26T10:30:00,80655,1374,,53.1648,18.4834
06,lubelskie,2020-12-26T10:30:00,63744,1687,,51.2494,23.1011
08,lubuskie,2020-12-26T10:30:00,29953,640,1,52.2275,15.2559
10,łódzkie,2020-12-26T10:30:00,82190,1799,,51.4635,19.1727
12,małopolskie,2020-12-26T10:30:00,107011,2591,,49.7225,20.2503
14,mazowieckie,2020-12-26T10:30:00,151240,3224,,51.8927,21.0022
16,opolskie,2020-12-26T10:30:00,35693,985,,50.8004,17.938
18,podkarpackie,2020-12-26T10:30:00,58455,1771,,50.0575,22.0896
20,podlaskie,2020-12-26T10:30:00,32952,782,,53.0697,22.9675
22,pomorskie,2020-12-26T10:30:00,77609,1442,,54.2944,18.1531
24,śląskie,2020-12-26T10:30:00,151702,3248,,50.5717,19.322
26,świętokrzyskie,2020-12-26T10:30:00,34468,889,,50.6261,20.9406
28,warmińsko-mazurskie,2020-12-26T10:30:00,50070,1081,,53.8671,53.8671
30,wielkopolskie,2020-12-26T10:30:00,126636,2735,,52.28,17.3523
32,zachodniopomorskie,2020-12-26T10:30:00,58649,948,,53.4658,15.1823
,nieokreślono,2020-12-26T10:00:00,26899,,992380,52.0693,19.4803
