TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-08-09T10:30:00,3483,158,,51.134,16.8842
04,kujawsko-pomorskie,2020-08-09T10:30:00,875,50,,53.1648,18.4834
06,lubelskie,2020-08-09T10:30:00,1113,21,,51.2494,23.1011
08,lubuskie,2020-08-09T10:30:00,524,12,1,52.2275,15.2559
10,łódzkie,2020-08-09T10:30:00,4269,215,,51.4635,19.1727
12,małopolskie,2020-08-09T10:30:00,4518,81,,49.7225,20.2503
14,mazowieckie,2020-08-09T10:30:00,7194,389,,51.8927,21.0022
16,opolskie,2020-08-09T10:30:00,1316,58,,50.8004,17.938
18,podkarpackie,2020-08-09T10:30:00,1607,70,,50.0575,22.0896
20,podlaskie,2020-08-09T10:30:00,1063,23,,53.0697,22.9675
22,pomorskie,2020-08-09T10:30:00,1160,39,,54.2944,18.1531
24,śląskie,2020-08-09T10:30:00,17845,414,,50.5717,19.322
26,świętokrzyskie,2020-08-09T10:30:00,1079,46,,50.6261,20.9406
28,warmińsko-mazurskie,2020-08-09T10:30:00,490,2,,53.8671,20.7028
30,wielkopolskie,2020-08-09T10:30:00,4393,206,,52.28,17.3523
32,zachodniopomorskie,2020-08-09T10:30:00,862,23,,53.4658,15.1823
XX,nieokreślono,2020-08-09T10:00:00,,,36690,52.0693,19.4803
