TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-11T10:34:00,40227,606,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-11T10:34:00,36588,286,,53.1648,18.4834
06,lubelskie,2020-11-11T10:34:00,32551,482,,51.2494,23.1011
08,lubuskie,2020-11-11T10:34:00,12364,167,1,52.2275,15.2559
10,łódzkie,2020-11-11T10:34:00,43755,536,,51.4635,19.1727
12,małopolskie,2020-11-11T10:34:00,69522,1019,,49.7225,20.2503
14,mazowieckie,2020-11-11T10:34:00,78850,1140,,51.8927,21.0022
16,opolskie,2020-11-11T10:34:00,17504,350,,50.8004,17.938
18,podkarpackie,2020-11-11T10:34:00,36757,641,,50.0575,22.0896
20,podlaskie,2020-11-11T10:34:00,15876,238,,53.0697,22.9675
22,pomorskie,2020-11-11T10:34:00,34236,456,,54.2944,18.1531
24,śląskie,2020-11-11T10:34:00,84223,1289,,50.5717,19.322
26,świętokrzyskie,2020-11-11T10:34:00,18345,344,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-11T10:34:00,15880,205,,53.8671,20.7028
30,wielkopolskie,2020-11-11T10:34:00,62902,856,,52.28,17.3523
32,zachodniopomorskie,2020-11-11T10:34:00,19233,190,,53.4658,15.1823
,nieokreślono,2020-11-11T10:00:00,,,242874,52.0693,19.4803
