TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-08-29T10:31:00,4039,166,,51.134,16.8842
04,kujawsko-pomorskie,2020-08-29T10:31:00,1291,54,,53.1648,18.4834
06,lubelskie,2020-08-29T10:31:00,1500,25,,51.2494,23.1011
08,lubuskie,2020-08-29T10:31:00,672,14,1,52.2275,15.2559
10,łódzkie,2020-08-29T10:31:00,5230,235,,51.4635,19.1727
12,małopolskie,2020-08-29T10:31:00,7256,128,,49.7225,20.2503
14,mazowieckie,2020-08-29T10:31:00,9248,406,,51.8927,21.0022
16,opolskie,2020-08-29T10:31:00,1611,60,,50.8004,17.938
18,podkarpackie,2020-08-29T10:31:00,2373,82,,50.0575,22.0896
20,podlaskie,2020-08-29T10:31:00,1286,30,,53.0697,22.9675
22,pomorskie,2020-08-29T10:31:00,2416,44,,54.2944,18.1531
24,śląskie,2020-08-29T10:31:00,20331,477,,50.5717,19.322
26,świętokrzyskie,2020-08-29T10:31:00,1407,50,,50.6261,20.9406
28,warmińsko-mazurskie,2020-08-29T10:31:00,871,9,,53.8671,20.7028
30,wielkopolskie,2020-08-29T10:31:00,5601,225,,52.28,17.3523
32,zachodniopomorskie,2020-08-29T10:31:00,1107,27,,53.4658,15.1823
XX,nieokreślono,2020-08-29T10:00:00,,,45535,52.0693,19.4803
