TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-07-22T10:32:00,3094,152,,51.134,16.8842
04,kujawsko-pomorskie,2020-07-22T10:32:00,726,49,,53.1648,18.4834
06,lubelskie,2020-07-22T10:32:00,891,20,,51.2494,23.1011
08,lubuskie,2020-07-22T10:32:00,332,2,1,52.2275,15.2559
10,łódzkie,2020-07-22T10:32:00,3690,199,,51.4635,19.1727
12,małopolskie,2020-07-22T10:32:00,2646,50,,49.7225,20.2503
14,mazowieckie,2020-07-22T10:32:00,5809,369,,51.8927,21.0022
16,opolskie,2020-07-22T10:32:00,1064,54,,50.8004,17.938
18,podkarpackie,2020-07-22T10:32:00,1122,56,,50.0575,22.0896
20,podlaskie,2020-07-22T10:32:00,922,16,,53.0697,22.9675
22,pomorskie,2020-07-22T10:32:00,774,39,,54.2944,18.1531
24,śląskie,2020-07-22T10:32:00,14671,375,,50.5717,19.322
26,świętokrzyskie,2020-07-22T10:32:00,926,45,,50.6261,20.9406
28,warmińsko-mazurskie,2020-07-22T10:32:00,324,2,,53.8671,20.7028
30,wielkopolskie,2020-07-22T10:32:00,3498,191,,52.28,17.3523
32,zachodniopomorskie,2020-07-22T10:32:00,673,23,,53.4658,15.1823
XX,nieokreślono,2020-07-22T10:00:00,,,31138,52.0693,19.4803
