TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-07-04T10:31:00,2941,149,,51.134,16.8842
04,kujawsko-pomorskie,2020-07-05T10:30:00,684,49,,53.1648,18.4834
06,lubelskie,2020-07-05T10:30:00,718,18,,51.2494,23.1011
08,lubuskie,2020-06-30T10:30:00,152,,1,52.2275,15.2559
10,łódzkie,2020-07-05T10:30:00,3278,176,,51.4635,19.1727
12,małopolskie,2020-07-05T10:30:00,1863,44,,49.7225,20.2503
14,mazowieckie,2020-07-05T10:30:00,5208,346,,51.8927,21.0022
16,opolskie,2020-07-05T10:30:00,973,51,,50.8004,17.938
18,podkarpackie,2020-07-05T10:30:00,774,55,,50.0575,22.0896
20,podlaskie,2020-07-05T10:30:00,880,12,,53.0697,22.9675
22,pomorskie,2020-07-05T10:30:00,688,38,,54.2944,18.1531
24,śląskie,2020-07-05T10:30:00,13312,342,,50.5717,19.322
26,świętokrzyskie,2020-07-05T10:30:00,839,40,,50.6261,20.9406
28,warmińsko-mazurskie,2020-07-05T10:30:00,274,1,,53.8671,20.7028
30,wielkopolskie,2020-07-05T10:30:00,2950,178,,52.28,17.3523
32,zachodniopomorskie,2020-07-05T10:30:00,621,22,,53.4658,15.1823
XX,nieokreślono,2020-07-06T10:00:00,,,23965,52.0693,19.4803
