TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-18T10:32:00,56000,787,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-18T10:32:00,44116,422,,53.1648,18.4834
06,lubelskie,2020-11-18T10:32:00,39803,674,,51.2494,23.1011
08,lubuskie,2020-11-18T10:32:00,16281,212,1,52.2275,15.2559
10,łódzkie,2020-11-18T10:32:00,53049,634,,51.4635,19.1727
12,małopolskie,2020-11-18T10:32:00,82613,1344,,49.7225,20.2503
14,mazowieckie,2020-11-18T10:32:00,94115,1475,,51.8927,21.0022
16,opolskie,2020-11-18T10:32:00,22703,462,,50.8004,17.938
18,podkarpackie,2020-11-18T10:32:00,43555,845,,50.0575,22.0896
20,podlaskie,2020-11-18T10:32:00,20120,314,,53.0697,22.9675
22,pomorskie,2020-11-18T10:32:00,42820,583,,54.2944,18.1531
24,śląskie,2020-11-18T10:32:00,106982,1623,,50.5717,19.322
26,świętokrzyskie,2020-11-18T10:32:00,24233,431,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-18T10:32:00,21642,282,,53.8671,20.7028
30,wielkopolskie,2020-11-18T10:32:00,77934,1101,,52.28,17.3523
32,zachodniopomorskie,2020-11-18T10:32:00,26857,262,,53.4658,15.1823
,nieokreślono,2020-11-18T10:00:00,,,342882,52.0693,19.4803
