TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-02T10:30:00,20211,355,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-02T10:30:00,24827,184,,53.1648,18.4834
06,lubelskie,2020-11-02T10:30:00,20214,267,,51.2494,23.1011
08,lubuskie,2020-11-02T10:30:00,7605,73,1,52.2275,15.2559
10,łódzkie,2020-11-02T10:30:00,30335,429,,51.4635,19.1727
12,małopolskie,2020-11-02T10:30:00,46464,656,,49.7225,20.2503
14,mazowieckie,2020-11-02T10:30:00,56526,782,,51.8927,21.0022
16,opolskie,2020-11-02T10:30:00,11076,213,,50.8004,17.938
18,podkarpackie,2020-11-02T10:30:00,23872,461,,50.0575,22.0896
20,podlaskie,2020-11-02T10:30:00,9912,141,,53.0697,22.9675
22,pomorskie,2020-11-02T10:30:00,22410,309,,54.2944,18.1531
24,śląskie,2020-11-02T10:30:00,50609,943,,50.5717,19.322
26,świętokrzyskie,2020-11-02T10:30:00,11807,210,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-02T10:30:00,9874,112,,53.8671,20.7028
30,wielkopolskie,2020-11-02T10:30:00,37679,640,,52.28,17.3523
32,zachodniopomorskie,2020-11-02T10:30:00,12059,100,,53.4658,15.1823
,nieokreślono,2020-11-02T10:00:00,,,154412,52.0693,19.4803
