TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-20T10:30:00,59434,871,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-20T10:30:00,46487,470,,53.1648,18.4834
06,lubelskie,2020-11-20T10:30:00,41586,751,,51.2494,23.1011
08,lubuskie,2020-11-20T10:30:00,17484,258,1,52.2275,15.2559
10,łódzkie,2020-11-20T10:30:00,55809,707,,51.4635,19.1727
12,małopolskie,2020-11-20T10:30:00,86282,1500,,49.7225,20.2503
14,mazowieckie,2020-11-20T10:30:00,99835,1611,,51.8927,21.0022
16,opolskie,2020-11-20T10:30:00,24177,496,,50.8004,17.938
18,podkarpackie,2020-11-20T10:30:00,45491,949,,50.0575,22.0896
20,podlaskie,2020-11-20T10:30:00,21359,358,,53.0697,22.9675
22,pomorskie,2020-11-20T10:30:00,45870,645,,54.2944,18.1531
24,śląskie,2020-11-20T10:30:00,114025,1787,,50.5717,19.322
26,świętokrzyskie,2020-11-20T10:30:00,26038,470,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-20T10:30:00,23722,320,,53.8671,20.7028
30,wielkopolskie,2020-11-20T10:30:00,82345,1227,,52.28,17.3523
32,zachodniopomorskie,2020-11-20T10:30:00,29318,294,,53.4658,15.1823
,nieokreślono,2020-11-20T10:00:00,,,381799,52.0693,19.4803
