TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-09-08T10:38:00,4244,168,,51.134,16.8842
04,kujawsko-pomorskie,2020-09-08T10:38:00,1483,54,,53.1648,18.4834
06,lubelskie,2020-09-08T10:38:00,1733,27,,51.2494,23.1011
08,lubuskie,2020-09-08T10:38:00,756,16,1,52.2275,15.2559
10,łódzkie,2020-09-08T10:38:00,5522,241,,51.4635,19.1727
12,małopolskie,2020-09-08T10:38:00,8353,152,,49.7225,20.2503
14,mazowieckie,2020-09-08T10:38:00,10010,418,,51.8927,21.0022
16,opolskie,2020-09-08T10:38:00,1726,64,,50.8004,17.938
18,podkarpackie,2020-09-08T10:38:00,2761,93,,50.0575,22.0896
20,podlaskie,2020-09-08T10:38:00,1387,32,,53.0697,22.9675
22,pomorskie,2020-09-08T10:38:00,2838,49,,54.2944,18.1531
24,śląskie,2020-09-08T10:38:00,20901,503,,50.5717,19.322
26,świętokrzyskie,2020-09-08T10:38:00,1555,52,,50.6261,20.9406
28,warmińsko-mazurskie,2020-09-08T10:38:00,996,9,,53.8671,20.7028
30,wielkopolskie,2020-09-08T10:38:00,6069,230,,52.28,17.3523
32,zachodniopomorskie,2020-09-08T10:38:00,1192,28,,53.4658,15.1823
,nieokreślono,2020-09-08T10:00:00,,,55909,52.0693,19.4803
