TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-05 10:38:00,390471,6747,274164,51.134,16.8842
04,kujawsko-pomorskie,2022-02-05 10:38:00,284689,6593,178239,53.1648,18.4834
06,lubelskie,2022-02-05 10:38:00,262776,7216,177291,51.2494,23.1011
08,lubuskie,2022-02-05 10:38:00,121451,2800,84205,52.2275,15.2559
10,łódzkie,2022-02-05 10:38:00,314327,7351,204386,51.4635,19.1727
12,małopolskie,2022-02-05 10:38:00,414218,8655,282132,49.7225,20.2503
14,mazowieckie,2022-02-05 10:38:00,772448,13360,565897,51.8927,21.0022
16,opolskie,2022-02-05 10:38:00,129815,3087,82896,50.8004,17.938
18,podkarpackie,2022-02-05 10:38:00,224746,6560,150284,50.0575,22.0896
20,podlaskie,2022-02-05 10:38:00,130421,3444,88135,53.0697,22.9675
22,pomorskie,2022-02-05 10:38:00,338302,5969,226862,54.2944,18.1531
24,śląskie,2022-02-05 10:38:00,645620,12881,438595,50.5717,19.322
26,świętokrzyskie,2022-02-05 10:38:00,120109,3675,77604,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-05 10:38:00,198008,4186,129076,53.8671,20.7028
30,wielkopolskie,2022-02-05 10:38:00,473799,9789,307032,52.28,17.3523
32,zachodniopomorskie,2022-02-05 10:38:00,236008,4176,156423,53.4658,15.1823
,nieokreślono,2022-02-05 10:38:00,71872,89,788925,52.0693,19.4803
