TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-18 10:30:00,325624,6526,228275,51.134,16.8842
04,kujawsko-pomorskie,2022-01-18 10:30:00,250894,6381,156562,53.1648,18.4834
06,lubelskie,2022-01-18 10:30:00,221928,7043,150273,51.2494,23.1011
08,lubuskie,2022-01-18 10:30:00,108194,2722,75659,52.2275,15.2559
10,łódzkie,2022-01-18 10:30:00,265167,7004,173710,51.4635,19.1727
12,małopolskie,2022-01-18 10:30:00,349086,8278,225531,49.7225,20.2503
14,mazowieckie,2022-01-18 10:30:00,648148,13012,472893,51.8927,21.0022
16,opolskie,2022-01-18 10:30:00,109693,2965,70142,50.8004,17.938
18,podkarpackie,2022-01-18 10:30:00,187909,6258,120339,50.0575,22.0896
20,podlaskie,2022-01-18 10:30:00,114066,3347,77785,53.0697,22.9675
22,pomorskie,2022-01-18 10:30:00,279841,5707,186321,54.2944,18.1531
24,śląskie,2022-01-18 10:30:00,525781,12414,355508,50.5717,19.322
26,świętokrzyskie,2022-01-18 10:30:00,104197,3505,66802,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-18 10:30:00,172505,4043,111795,53.8671,20.7028
30,wielkopolskie,2022-01-18 10:30:00,407630,9385,264023,52.28,17.3523
32,zachodniopomorskie,2022-01-18 10:30:00,204505,4011,134290,53.4658,15.1823
,nieokreślono,2022-01-18 10:30:00,67962,85,936231,52.0693,19.4803
