TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-03 10:30:00,383611,6714,263964,51.134,16.8842
04,kujawsko-pomorskie,2022-02-03 10:30:00,279189,6572,172849,53.1648,18.4834
06,lubelskie,2022-02-03 10:30:00,258002,7183,170261,51.2494,23.1011
08,lubuskie,2022-02-03 10:30:00,119091,2796,82523,52.2275,15.2559
10,łódzkie,2022-02-03 10:30:00,307645,7295,196472,51.4635,19.1727
12,małopolskie,2022-02-03 10:30:00,408219,8595,272196,49.7225,20.2503
14,mazowieckie,2022-02-03 10:30:00,758832,13311,544981,51.8927,21.0022
16,opolskie,2022-02-03 10:30:00,127364,3073,79985,50.8004,17.938
18,podkarpackie,2022-02-03 10:30:00,221432,6506,144033,50.0575,22.0896
20,podlaskie,2022-02-03 10:30:00,128288,3434,85325,53.0697,22.9675
22,pomorskie,2022-02-03 10:30:00,331697,5932,216463,54.2944,18.1531
24,śląskie,2022-02-03 10:30:00,633529,12838,418273,50.5717,19.322
26,świętokrzyskie,2022-02-03 10:30:00,117673,3662,75225,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-03 10:30:00,194561,4172,124874,53.8671,20.7028
30,wielkopolskie,2022-02-03 10:30:00,463530,9736,296371,52.28,17.3523
32,zachodniopomorskie,2022-02-03 10:30:00,231617,4152,150893,53.4658,15.1823
,nieokreślono,2022-02-03 10:30:00,71516,89,804325,52.0693,19.4803
