TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-30 10:30:00,368299,6665,250478,51.134,16.8842
04,kujawsko-pomorskie,2022-01-30 10:30:00,269917,6517,165966,53.1648,18.4834
06,lubelskie,2022-01-30 10:30:00,248093,7145,162080,51.2494,23.1011
08,lubuskie,2022-01-30 10:30:00,115467,2786,79470,52.2275,15.2559
10,łódzkie,2022-01-30 10:30:00,295229,7227,186770,51.4635,19.1727
12,małopolskie,2022-01-30 10:30:00,394663,8486,257537,49.7225,20.2503
14,mazowieckie,2022-01-30 10:30:00,732152,13261,518952,51.8927,21.0022
16,opolskie,2022-01-30 10:30:00,122427,3057,75951,50.8004,17.938
18,podkarpackie,2022-01-30 10:30:00,214689,6459,135753,50.0575,22.0896
20,podlaskie,2022-01-30 10:30:00,124002,3411,82050,53.0697,22.9675
22,pomorskie,2022-01-30 10:30:00,318048,5864,204070,54.2944,18.1531
24,śląskie,2022-01-30 10:30:00,606042,12678,391901,50.5717,19.322
26,świętokrzyskie,2022-01-30 10:30:00,113725,3632,72098,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-30 10:30:00,188065,4144,119739,53.8671,20.7028
30,wielkopolskie,2022-01-30 10:30:00,447222,9617,283436,52.28,17.3523
32,zachodniopomorskie,2022-01-30 10:30:00,224030,4125,144133,53.4658,15.1823
,nieokreślono,2022-01-30 10:30:00,70607,87,842585,52.0693,19.4803
