TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-28 10:32:00,360174,6643,243464,51.134,16.8842
04,kujawsko-pomorskie,2022-01-28 10:32:00,265530,6510,163256,53.1648,18.4834
06,lubelskie,2022-01-28 10:32:00,242786,7129,158360,51.2494,23.1011
08,lubuskie,2022-01-28 10:32:00,113807,2784,78449,52.2275,15.2559
10,łódzkie,2022-01-28 10:32:00,288742,7207,182745,51.4635,19.1727
12,małopolskie,2022-01-28 10:32:00,387191,8467,248703,49.7225,20.2503
14,mazowieckie,2022-01-28 10:32:00,716995,13235,505086,51.8927,21.0022
16,opolskie,2022-01-28 10:32:00,119348,3048,74215,50.8004,17.938
18,podkarpackie,2022-01-28 10:32:00,209832,6423,130879,50.0575,22.0896
20,podlaskie,2022-01-28 10:32:00,121987,3402,80640,53.0697,22.9675
22,pomorskie,2022-01-28 10:32:00,310020,5848,198527,54.2944,18.1531
24,śląskie,2022-01-28 10:32:00,590544,12660,378910,50.5717,19.322
26,świętokrzyskie,2022-01-28 10:32:00,111853,3622,70621,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-28 10:32:00,185014,4137,117257,53.8671,20.7028
30,wielkopolskie,2022-01-28 10:32:00,438799,9596,277432,52.28,17.3523
32,zachodniopomorskie,2022-01-28 10:32:00,219982,4109,141240,53.4658,15.1823
,nieokreślono,2022-01-28 10:32:00,70096,87,855992,52.0693,19.4803
