TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-19 10:27:00,328082,6535,229017,51.134,16.8842
04,kujawsko-pomorskie,2022-01-19 10:27:00,251880,6401,156896,53.1648,18.4834
06,lubelskie,2022-01-19 10:27:00,223290,7053,150558,51.2494,23.1011
08,lubuskie,2022-01-19 10:27:00,108548,2724,75882,52.2275,15.2559
10,łódzkie,2022-01-19 10:27:00,266527,7045,174162,51.4635,19.1727
12,małopolskie,2022-01-19 10:27:00,352557,8291,226682,49.7225,20.2503
14,mazowieckie,2022-01-19 10:27:00,653742,13046,474589,51.8927,21.0022
16,opolskie,2022-01-19 10:27:00,110316,2989,70396,50.8004,17.938
18,podkarpackie,2022-01-19 10:27:00,189698,6267,120725,50.0575,22.0896
20,podlaskie,2022-01-19 10:27:00,114584,3357,77856,53.0697,22.9675
22,pomorskie,2022-01-19 10:27:00,282182,5737,186961,54.2944,18.1531
24,śląskie,2022-01-19 10:27:00,530428,12461,356515,50.5717,19.322
26,świętokrzyskie,2022-01-19 10:27:00,104782,3536,66993,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-19 10:27:00,173539,4062,112019,53.8671,20.7028
30,wielkopolskie,2022-01-19 10:27:00,409825,9433,264644,52.28,17.3523
32,zachodniopomorskie,2022-01-19 10:27:00,205596,4039,134640,53.4658,15.1823
,nieokreślono,2022-01-19 10:27:00,68142,86,929554,52.0693,19.4803
