TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-06 10:30:00,393315,6747,279331,51.134,16.8842
04,kujawsko-pomorskie,2022-02-06 10:30:00,287172,6593,180742,53.1648,18.4834
06,lubelskie,2022-02-06 10:30:00,264316,7216,180833,51.2494,23.1011
08,lubuskie,2022-02-06 10:30:00,122740,2800,85286,52.2275,15.2559
10,łódzkie,2022-02-06 10:30:00,316844,7351,208479,51.4635,19.1727
12,małopolskie,2022-02-06 10:30:00,416294,8656,287427,49.7225,20.2503
14,mazowieckie,2022-02-06 10:30:00,777410,13371,575598,51.8927,21.0022
16,opolskie,2022-02-06 10:30:00,130774,3087,84727,50.8004,17.938
18,podkarpackie,2022-02-06 10:30:00,225790,6560,153189,50.0575,22.0896
20,podlaskie,2022-02-06 10:30:00,130983,3445,89508,53.0697,22.9675
22,pomorskie,2022-02-06 10:30:00,341138,5970,231654,54.2944,18.1531
24,śląskie,2022-02-06 10:30:00,649613,12881,449566,50.5717,19.322
26,świętokrzyskie,2022-02-06 10:30:00,121102,3675,78698,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-06 10:30:00,198996,4188,131077,53.8671,20.7028
30,wielkopolskie,2022-02-06 10:30:00,477733,9789,312616,52.28,17.3523
32,zachodniopomorskie,2022-02-06 10:30:00,237517,4179,159134,53.4658,15.1823
,nieokreślono,2022-02-06 10:30:00,72043,89,785574,52.0693,19.4803
