TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-12 10:30:00,317547,6348,220797,51.134,16.8842
04,kujawsko-pomorskie,2022-01-12 10:30:00,247489,6304,152630,53.1648,18.4834
06,lubelskie,2022-01-12 10:30:00,217592,6968,146791,51.2494,23.1011
08,lubuskie,2022-01-12 10:30:00,106736,2669,73796,52.2275,15.2559
10,łódzkie,2022-01-12 10:30:00,260499,6883,168941,51.4635,19.1727
12,małopolskie,2022-01-12 10:30:00,336384,8109,214787,49.7225,20.2503
14,mazowieckie,2022-01-12 10:30:00,631207,12783,459489,51.8927,21.0022
16,opolskie,2022-01-12 10:30:00,107507,2929,67945,50.8004,17.938
18,podkarpackie,2022-01-12 10:30:00,182316,6161,116378,50.0575,22.0896
20,podlaskie,2022-01-12 10:30:00,112586,3310,76362,53.0697,22.9675
22,pomorskie,2022-01-12 10:30:00,273867,5604,180620,54.2944,18.1531
24,śląskie,2022-01-12 10:30:00,513899,12180,345828,50.5717,19.322
26,świętokrzyskie,2022-01-12 10:30:00,102179,3434,64796,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-12 10:30:00,169760,3997,109168,53.8671,20.7028
30,wielkopolskie,2022-01-12 10:30:00,400656,9238,256435,52.28,17.3523
32,zachodniopomorskie,2022-01-12 10:30:00,201045,3935,130086,53.4658,15.1823
,nieokreślono,2022-01-12 10:30:00,67290,86,956734,52.0693,19.4803
