TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-01 10:30:00,374901,6688,258094,51.134,16.8842
04,kujawsko-pomorskie,2022-02-01 10:30:00,273000,6541,168922,53.1648,18.4834
06,lubelskie,2022-02-01 10:30:00,251576,7154,165678,51.2494,23.1011
08,lubuskie,2022-02-01 10:30:00,117043,2786,80714,52.2275,15.2559
10,łódzkie,2022-02-01 10:30:00,300080,7257,191578,51.4635,19.1727
12,małopolskie,2022-02-01 10:30:00,400122,8521,265760,49.7225,20.2503
14,mazowieckie,2022-02-01 10:30:00,743366,13275,533332,51.8927,21.0022
16,opolskie,2022-02-01 10:30:00,124426,3066,78290,50.8004,17.938
18,podkarpackie,2022-02-01 10:30:00,217077,6466,140584,50.0575,22.0896
20,podlaskie,2022-02-01 10:30:00,125570,3417,83470,53.0697,22.9675
22,pomorskie,2022-02-01 10:30:00,324149,5884,210510,54.2944,18.1531
24,śląskie,2022-02-01 10:30:00,617242,12728,405945,50.5717,19.322
26,świętokrzyskie,2022-02-01 10:30:00,115253,3636,73478,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-01 10:30:00,190727,4153,122100,53.8671,20.7028
30,wielkopolskie,2022-02-01 10:30:00,452744,9641,289559,52.28,17.3523
32,zachodniopomorskie,2022-02-01 10:30:00,226984,4133,147070,53.4658,15.1823
,nieokreślono,2022-02-01 10:30:00,71010,88,827948,52.0693,19.4803
