TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-29 10:30:00,364294,6665,246989,51.134,16.8842
04,kujawsko-pomorskie,2022-01-29 10:30:00,267485,6516,164656,53.1648,18.4834
06,lubelskie,2022-01-29 10:30:00,245775,7145,160185,51.2494,23.1011
08,lubuskie,2022-01-29 10:30:00,114734,2785,78902,52.2275,15.2559
10,łódzkie,2022-01-29 10:30:00,292185,7223,184750,51.4635,19.1727
12,małopolskie,2022-01-29 10:30:00,391072,8486,253028,49.7225,20.2503
14,mazowieckie,2022-01-29 10:30:00,725362,13252,511946,51.8927,21.0022
16,opolskie,2022-01-29 10:30:00,120836,3056,75110,50.8004,17.938
18,podkarpackie,2022-01-29 10:30:00,212349,6459,133204,50.0575,22.0896
20,podlaskie,2022-01-29 10:30:00,123248,3410,81365,53.0697,22.9675
22,pomorskie,2022-01-29 10:30:00,313844,5864,201122,54.2944,18.1531
24,śląskie,2022-01-29 10:30:00,598147,12678,384971,50.5717,19.322
26,świętokrzyskie,2022-01-29 10:30:00,112851,3631,71349,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-29 10:30:00,186797,4144,118567,53.8671,20.7028
30,wielkopolskie,2022-01-29 10:30:00,442759,9617,280245,52.28,17.3523
32,zachodniopomorskie,2022-01-29 10:30:00,222286,4120,142650,53.4658,15.1823
,nieokreślono,2022-01-29 10:30:00,70366,87,846980,52.0693,19.4803
