TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-01 10:30:00,306704,6106,210357,51.134,16.8842
04,kujawsko-pomorskie,2022-01-01 10:30:00,241736,6073,146501,53.1648,18.4834
06,lubelskie,2022-01-01 10:30:00,212333,6826,142749,51.2494,23.1011
08,lubuskie,2022-01-01 10:30:00,103916,2512,70447,52.2275,15.2559
10,łódzkie,2022-01-01 10:30:00,253464,6657,161420,51.4635,19.1727
12,małopolskie,2022-01-01 10:30:00,320209,7821,202055,49.7225,20.2503
14,mazowieckie,2022-01-01 10:30:00,610740,12418,441941,51.8927,21.0022
16,opolskie,2022-01-01 10:30:00,104117,2804,63924,50.8004,17.938
18,podkarpackie,2022-01-01 10:30:00,176310,5980,111884,50.0575,22.0896
20,podlaskie,2022-01-01 10:30:00,110519,3252,74681,53.0697,22.9675
22,pomorskie,2022-01-01 10:30:00,265001,5404,172158,54.2944,18.1531
24,śląskie,2022-01-01 10:30:00,499484,11716,330439,50.5717,19.322
26,świętokrzyskie,2022-01-01 10:30:00,99160,3316,61734,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-01 10:30:00,165891,3859,105290,53.8671,20.7028
30,wielkopolskie,2022-01-01 10:30:00,389465,8943,244183,52.28,17.3523
32,zachodniopomorskie,2022-01-01 10:30:00,195097,3785,123732,53.4658,15.1823
,nieokreślono,2022-01-01 10:30:00,66102,87,982197,52.0693,19.4803
