TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-20 10:30:00,330871,6552,229915,51.134,16.8842
04,kujawsko-pomorskie,2022-01-20 10:30:00,253041,6423,157533,53.1648,18.4834
06,lubelskie,2022-01-20 10:30:00,224833,7069,151250,51.2494,23.1011
08,lubuskie,2022-01-20 10:30:00,109002,2734,76070,52.2275,15.2559
10,łódzkie,2022-01-20 10:30:00,268300,7081,175020,51.4635,19.1727
12,małopolskie,2022-01-20 10:30:00,356210,8317,228220,49.7225,20.2503
14,mazowieckie,2022-01-20 10:30:00,659605,13080,476785,51.8927,21.0022
16,opolskie,2022-01-20 10:30:00,111069,3001,70621,50.8004,17.938
18,podkarpackie,2022-01-20 10:30:00,191611,6294,121463,50.0575,22.0896
20,podlaskie,2022-01-20 10:30:00,115180,3362,78106,53.0697,22.9675
22,pomorskie,2022-01-20 10:30:00,284327,5756,188062,54.2944,18.1531
24,śląskie,2022-01-20 10:30:00,535399,12489,357811,50.5717,19.322
26,świętokrzyskie,2022-01-20 10:30:00,105424,3552,67308,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-20 10:30:00,174512,4074,112456,53.8671,20.7028
30,wielkopolskie,2022-01-20 10:30:00,412221,9461,265704,52.28,17.3523
32,zachodniopomorskie,2022-01-20 10:30:00,206646,4046,135261,53.4658,15.1823
,nieokreślono,2022-01-20 10:30:00,68302,87,922133,52.0693,19.4803
