TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-26 10:30:00,350818,6610,238689,51.134,16.8842
04,kujawsko-pomorskie,2022-01-26 10:30:00,260846,6477,161181,53.1648,18.4834
06,lubelskie,2022-01-26 10:30:00,236438,7109,155422,51.2494,23.1011
08,lubuskie,2022-01-26 10:30:00,112161,2756,77715,52.2275,15.2559
10,łódzkie,2022-01-26 10:30:00,281766,7170,179842,51.4635,19.1727
12,małopolskie,2022-01-26 10:30:00,378435,8430,242553,49.7225,20.2503
14,mazowieckie,2022-01-26 10:30:00,698945,13179,494888,51.8927,21.0022
16,opolskie,2022-01-26 10:30:00,116430,3036,73079,50.8004,17.938
18,podkarpackie,2022-01-26 10:30:00,204614,6365,127294,50.0575,22.0896
20,podlaskie,2022-01-26 10:30:00,119593,3388,79623,53.0697,22.9675
22,pomorskie,2022-01-26 10:30:00,300524,5795,194967,54.2944,18.1531
24,śląskie,2022-01-26 10:30:00,572117,12604,370775,50.5717,19.322
26,świętokrzyskie,2022-01-26 10:30:00,109697,3603,69400,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-26 10:30:00,181416,4121,115223,53.8671,20.7028
30,wielkopolskie,2022-01-26 10:30:00,429218,9545,273320,52.28,17.3523
32,zachodniopomorskie,2022-01-26 10:30:00,215187,4099,139019,53.4658,15.1823
,nieokreślono,2022-01-26 10:30:00,69571,86,875665,52.0693,19.4803
