TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-10 10:33:00,404762,6817,296769,51.134,16.8842
04,kujawsko-pomorskie,2022-02-10 10:33:00,299531,6635,190078,53.1648,18.4834
06,lubelskie,2022-02-10 10:33:00,272188,7265,191733,51.2494,23.1011
08,lubuskie,2022-02-10 10:33:00,126928,2829,89067,52.2275,15.2559
10,łódzkie,2022-02-10 10:33:00,327109,7400,222020,51.4635,19.1727
12,małopolskie,2022-02-10 10:33:00,424811,8745,302388,49.7225,20.2503
14,mazowieckie,2022-02-10 10:33:00,797973,13457,606137,51.8927,21.0022
16,opolskie,2022-02-10 10:33:00,133890,3122,90740,50.8004,17.938
18,podkarpackie,2022-02-10 10:33:00,229799,6599,161543,50.0575,22.0896
20,podlaskie,2022-02-10 10:33:00,134399,3471,93898,53.0697,22.9675
22,pomorskie,2022-02-10 10:33:00,351720,6011,248590,54.2944,18.1531
24,śląskie,2022-02-10 10:33:00,664735,13023,480971,50.5717,19.322
26,świętokrzyskie,2022-02-10 10:33:00,125310,3716,82758,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-10 10:33:00,204846,4227,138114,53.8671,20.7028
30,wielkopolskie,2022-02-10 10:33:00,494730,9845,329479,52.28,17.3523
32,zachodniopomorskie,2022-02-10 10:33:00,245216,4214,167622,53.4658,15.1823
,nieokreślono,2022-02-10 10:33:00,74467,90,759496,52.0693,19.4803
