TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-09 10:30:00,401496,6792,292796,51.134,16.8842
04,kujawsko-pomorskie,2022-02-09 10:30:00,295815,6626,187488,53.1648,18.4834
06,lubelskie,2022-02-09 10:30:00,270132,7252,188442,51.2494,23.1011
08,lubuskie,2022-02-09 10:30:00,125416,2820,88056,52.2275,15.2559
10,łódzkie,2022-02-09 10:30:00,324359,7389,218293,51.4635,19.1727
12,małopolskie,2022-02-09 10:30:00,422387,8718,298703,49.7225,20.2503
14,mazowieckie,2022-02-09 10:30:00,792372,13428,598065,51.8927,21.0022
16,opolskie,2022-02-09 10:30:00,132952,3109,89675,50.8004,17.938
18,podkarpackie,2022-02-09 10:30:00,228619,6590,159708,50.0575,22.0896
20,podlaskie,2022-02-09 10:30:00,133496,3461,92565,53.0697,22.9675
22,pomorskie,2022-02-09 10:30:00,348716,6002,245239,54.2944,18.1531
24,śląskie,2022-02-09 10:30:00,660635,12982,473967,50.5717,19.322
26,świętokrzyskie,2022-02-09 10:30:00,124059,3695,81533,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-09 10:30:00,203238,4223,135744,53.8671,20.7028
30,wielkopolskie,2022-02-09 10:30:00,489294,9830,325171,52.28,17.3523
32,zachodniopomorskie,2022-02-09 10:30:00,243041,4197,165638,53.4658,15.1823
,nieokreślono,2022-02-09 10:30:00,74316,90,765697,52.0693,19.4803
