TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-01-27 10:30:00,355386,6622,240574,51.134,16.8842
04,kujawsko-pomorskie,2022-01-27 10:30:00,263344,6495,162179,53.1648,18.4834
06,lubelskie,2022-01-27 10:30:00,239725,7120,156812,51.2494,23.1011
08,lubuskie,2022-01-27 10:30:00,112920,2778,77981,52.2275,15.2559
10,łódzkie,2022-01-27 10:30:00,284865,7181,181194,51.4635,19.1727
12,małopolskie,2022-01-27 10:30:00,382716,8454,244808,49.7225,20.2503
14,mazowieckie,2022-01-27 10:30:00,708733,13203,498925,51.8927,21.0022
16,opolskie,2022-01-27 10:30:00,117716,3042,73534,50.8004,17.938
18,podkarpackie,2022-01-27 10:30:00,207280,6390,128700,50.0575,22.0896
20,podlaskie,2022-01-27 10:30:00,120780,3396,80045,53.0697,22.9675
22,pomorskie,2022-01-27 10:30:00,305809,5815,196318,54.2944,18.1531
24,śląskie,2022-01-27 10:30:00,580628,12638,373509,50.5717,19.322
26,świętokrzyskie,2022-01-27 10:30:00,110813,3613,69921,50.6261,20.9406
28,warmińsko-mazurskie,2022-01-27 10:30:00,183258,4128,116071,53.8671,20.7028
30,wielkopolskie,2022-01-27 10:30:00,433864,9568,274985,52.28,17.3523
32,zachodniopomorskie,2022-01-27 10:30:00,217762,4106,140078,53.4658,15.1823
,nieokreślono,2022-01-27 10:30:00,69836,87,865290,52.0693,19.4803
