TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2022-02-04 10:31:00,387080,6737,268926,51.134,16.8842
04,kujawsko-pomorskie,2022-02-04 10:31:00,281987,6581,175414,53.1648,18.4834
06,lubelskie,2022-02-04 10:31:00,260477,7202,173513,51.2494,23.1011
08,lubuskie,2022-02-04 10:31:00,120422,2796,83253,52.2275,15.2559
10,łódzkie,2022-02-04 10:31:00,310989,7313,200508,51.4635,19.1727
12,małopolskie,2022-02-04 10:31:00,411346,8614,277163,49.7225,20.2503
14,mazowieckie,2022-02-04 10:31:00,765912,13340,554980,51.8927,21.0022
16,opolskie,2022-02-04 10:31:00,128435,3082,81466,50.8004,17.938
18,podkarpackie,2022-02-04 10:31:00,223364,6533,147219,50.0575,22.0896
20,podlaskie,2022-02-04 10:31:00,129395,3440,86768,53.0697,22.9675
22,pomorskie,2022-02-04 10:31:00,335086,5944,221114,54.2944,18.1531
24,śląskie,2022-02-04 10:31:00,639522,12859,427635,50.5717,19.322
26,świętokrzyskie,2022-02-04 10:31:00,119112,3664,76316,50.6261,20.9406
28,warmińsko-mazurskie,2022-02-04 10:31:00,196391,4177,126847,53.8671,20.7028
30,wielkopolskie,2022-02-04 10:31:00,468339,9775,301392,52.28,17.3523
32,zachodniopomorskie,2022-02-04 10:31:00,233749,4160,153635,53.4658,15.1823
,nieokreślono,2022-02-04 10:31:00,71726,89,796576,52.0693,19.4803
