TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-12-17T10:30:00,81623,1704,,51.134,16.8842
04,kujawsko-pomorskie,2020-12-17T10:30:00,72701,1132,,53.1648,18.4834
06,lubelskie,2020-12-17T10:30:00,59700,1495,,51.2494,23.1011
08,lubuskie,2020-12-17T10:30:00,27261,575,1,52.2275,15.2559
10,łódzkie,2020-12-17T10:30:00,76784,1614,,51.4635,19.1727
12,małopolskie,2020-12-17T10:30:00,104192,2463,,49.7225,20.2503
14,mazowieckie,2020-12-17T10:30:00,140576,2933,,51.8927,21.0022
16,opolskie,2020-12-17T10:30:00,33931,906,,50.8004,17.938
18,podkarpackie,2020-12-17T10:30:00,56571,1643,,50.0575,22.0896
20,podlaskie,2020-12-17T10:30:00,30887,723,,53.0697,22.9675
22,pomorskie,2020-12-17T10:30:00,70327,1314,,54.2944,18.1531
24,śląskie,2020-12-17T10:30:00,145076,2999,,50.5717,19.322
26,świętokrzyskie,2020-12-17T10:30:00,33278,790,,50.6261,20.9406
28,warmińsko-mazurskie,2020-12-17T10:30:00,44433,938,,53.8671,20.7028
30,wielkopolskie,2020-12-17T10:30:00,117705,2335,,52.28,17.3523
32,zachodniopomorskie,2020-12-17T10:30:00,51453,781,,53.4658,15.1823
,nieokreślono,2020-12-17T10:09:00,25356,,903348,52.0693,19.4803
