TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-04-28T23:59:59,1461,44,,51.134,16.8842
04,kujawsko-pomorskie,2020-04-28T23:59:59,518,27,,53.1648,18.4834
06,lubelskie,2020-04-28T23:59:59,356,13,,51.2494,23.1011
08,lubuskie,2020-04-28T23:59:59,87,,1,52.2275,15.2559
10,łódzkie,2020-04-28T23:59:59,904,23,,51.4635,19.1727
12,małopolskie,2020-04-28T23:59:59,852,29,,49.7225,20.2503
14,mazowieckie,2020-04-28T23:59:59,2391,195,,51.8927,21.0022
16,opolskie,2020-04-28T23:59:59,378,27,,50.8004,17.938
18,podkarpackie,2020-04-28T23:59:59,325,19,,50.0575,22.0896
20,podlaskie,2020-04-28T23:59:59,367,3,,53.0697,22.9675
22,pomorskie,2020-04-28T23:59:59,394,8,,54.2944,18.1531
24,śląskie,2020-04-28T23:59:59,2023,105,,50.5717,19.322
26,świętokrzyskie,2020-04-28T23:59:59,264,8,,50.6261,20.9406
28,warmińsko-mazurskie,2020-04-28T23:59:59,146,1,,53.8671,20.7028
30,wielkopolskie,2020-04-28T23:59:59,1376,85,,52.28,17.3523
32,zachodniopomorskie,2020-04-28T23:59:59,376,9,,53.4658,15.1823
XX,nieokreślono,2020-04-28T23:59:59,,,2654,52.0693,19.4803
