TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-12-30T10:30:00,87372,1926,,51.134,16.8842
04,kujawsko-pomorskie,2020-12-30T10:30:00,83109,1460,,53.1648,18.4834
06,lubelskie,2020-12-30T10:30:00,65072,1764,,51.2494,23.1011
08,lubuskie,2020-12-30T10:30:00,30624,652,1,52.2275,15.2559
10,łódzkie,2020-12-30T10:30:00,84060,1853,,51.4635,19.1727
12,małopolskie,2020-12-30T10:30:00,108108,2643,,49.7225,20.2503
14,mazowieckie,2020-12-30T10:30:00,154738,3342,,51.8927,21.0022
16,opolskie,2020-12-30T10:30:00,36167,1020,,50.8004,17.938
18,podkarpackie,2020-12-30T10:30:00,58963,1799,,50.0575,22.0896
20,podlaskie,2020-12-30T10:30:00,33744,806,,53.0697,22.9675
22,pomorskie,2020-12-30T10:30:00,80133,1516,,54.2944,18.1531
24,śląskie,2020-12-30T10:30:00,154327,3358,,50.5717,19.322
26,świętokrzyskie,2020-12-30T10:30:00,34862,911,,50.6261,20.9406
28,warmińsko-mazurskie,2020-12-30T10:30:00,52147,1130,,53.8671,20.7028
30,wielkopolskie,2020-12-30T10:30:00,129564,2849,,52.28,17.3523
32,zachodniopomorskie,2020-12-30T10:30:00,60910,990,,53.4658,15.1823
,nieokreślono,2020-12-30T10:00:00,27514,,1025888,52.0693,19.4803
