TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-09-15T10:30:00,4441,172,,51.134,16.8842
04,kujawsko-pomorskie,2020-09-15T10:30:00,1653,57,,53.1648,18.4834
06,lubelskie,2020-09-15T10:30:00,1880,31,,51.2494,23.1011
08,lubuskie,2020-09-15T10:30:00,796,17,1,52.2275,15.2559
10,łódzkie,2020-09-15T10:30:00,5671,248,,51.4635,19.1727
12,małopolskie,2020-09-15T10:30:00,8966,165,,49.7225,20.2503
14,mazowieckie,2020-09-15T10:30:00,10525,426,,51.8927,21.0022
16,opolskie,2020-09-15T10:30:00,1851,70,,50.8004,17.938
18,podkarpackie,2020-09-15T10:30:00,2979,102,,50.0575,22.0896
20,podlaskie,2020-09-15T10:30:00,1482,37,,53.0697,22.9675
22,pomorskie,2020-09-15T10:30:00,3168,51,,54.2944,18.1531
24,śląskie,2020-09-15T10:30:00,21286,515,,50.5717,19.322
26,świętokrzyskie,2020-09-15T10:30:00,1672,53,,50.6261,20.9406
28,warmińsko-mazurskie,2020-09-15T10:30:00,1098,9,,53.8671,20.7028
30,wielkopolskie,2020-09-15T10:30:00,6404,244,,52.28,17.3523
32,zachodniopomorskie,2020-09-15T10:30:00,1262,30,,53.4658,15.1823
,nieokreślono,2020-09-15T10:00:00,,,61547,52.0693,19.4803
