TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-10-12T10:30:00,7031,197,,51.134,16.8842
04,kujawsko-pomorskie,2020-10-12T10:30:00,5450,99,,53.1648,18.4834
06,lubelskie,2020-10-12T10:30:00,4840,78,,51.2494,23.1011
08,lubuskie,2020-10-12T10:30:00,1630,21,1,52.2275,15.2559
10,łódzkie,2020-10-12T10:30:00,9502,306,,51.4635,19.1727
12,małopolskie,2020-10-12T10:30:00,16378,241,,49.7225,20.2503
14,mazowieckie,2020-10-12T10:30:00,17685,495,,51.8927,21.0022
16,opolskie,2020-10-12T10:30:00,3309,101,,50.8004,17.938
18,podkarpackie,2020-10-12T10:30:00,6532,185,,50.0575,22.0896
20,podlaskie,2020-10-12T10:30:00,3260,65,,53.0697,22.9675
22,pomorskie,2020-10-12T10:30:00,8097,126,,54.2944,18.1531
24,śląskie,2020-10-12T10:30:00,25809,607,,50.5717,19.322
26,świętokrzyskie,2020-10-12T10:30:00,3665,74,,50.6261,20.9406
28,warmińsko-mazurskie,2020-10-12T10:30:00,2640,36,,53.8671,20.7028
30,wielkopolskie,2020-10-12T10:30:00,11312,368,,52.28,17.3523
32,zachodniopomorskie,2020-10-12T10:30:00,3070,40,,53.4658,15.1823
,nieokreślono,2020-10-12T10:00:00,,,81200,52.0693,19.4803
