TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-08-07T10:30:00,3436,157,,51.134,16.8842
04,kujawsko-pomorskie,2020-08-07T10:30:00,846,50,,53.1648,18.4834
06,lubelskie,2020-08-07T10:30:00,1074,21,,51.2494,23.1011
08,lubuskie,2020-08-07T10:30:00,479,12,1,52.2275,15.2559
10,łódzkie,2020-08-07T10:30:00,4216,214,,51.4635,19.1727
12,małopolskie,2020-08-07T10:30:00,4286,79,,49.7225,20.2503
14,mazowieckie,2020-08-07T10:30:00,6982,388,,51.8927,21.0022
16,opolskie,2020-08-07T10:30:00,1286,58,,50.8004,17.938
18,podkarpackie,2020-08-07T10:30:00,1535,68,,50.0575,22.0896
20,podlaskie,2020-08-07T10:30:00,1041,23,,53.0697,22.9675
22,pomorskie,2020-08-07T10:30:00,1067,39,,54.2944,18.1531
24,śląskie,2020-08-07T10:30:00,17488,405,,50.5717,19.322
26,świętokrzyskie,2020-08-07T10:30:00,1055,45,,50.6261,20.9406
28,warmińsko-mazurskie,2020-08-07T10:30:00,431,2,,53.8671,20.7028
30,wielkopolskie,2020-08-07T10:30:00,4276,203,,52.28,17.3523
32,zachodniopomorskie,2020-08-07T10:30:00,826,23,,53.4658,15.1823
XX,nieokreślono,2020-08-07T10:00:00,,,36040,52.0693,19.4803
