TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-08-14T10:30:00,3603,160,,51.134,16.8842
04,kujawsko-pomorskie,2020-08-14T10:30:00,964,50,,53.1648,18.4834
06,lubelskie,2020-08-14T10:30:00,1246,22,,51.2494,23.1011
08,lubuskie,2020-08-14T10:30:00,563,12,1,52.2275,15.2559
10,łódzkie,2020-08-14T10:30:00,4487,223,,51.4635,19.1727
12,małopolskie,2020-08-14T10:30:00,5257,88,,49.7225,20.2503
14,mazowieckie,2020-08-14T10:30:00,7664,391,,51.8927,21.0022
16,opolskie,2020-08-14T10:30:00,1397,58,,50.8004,17.938
18,podkarpackie,2020-08-14T10:30:00,1767,74,,50.0575,22.0896
20,podlaskie,2020-08-14T10:30:00,1133,25,,53.0697,22.9675
22,pomorskie,2020-08-14T10:30:00,1420,40,,54.2944,18.1531
24,śląskie,2020-08-14T10:30:00,18557,430,,50.5717,19.322
26,świętokrzyskie,2020-08-14T10:30:00,1115,47,,50.6261,20.9406
28,warmińsko-mazurskie,2020-08-14T10:30:00,588,3,,53.8671,20.7028
30,wielkopolskie,2020-08-14T10:30:00,4631,212,,52.28,17.3523
32,zachodniopomorskie,2020-08-14T10:30:00,927,23,,53.4658,15.1823
XX,nieokreślono,2020-08-14T10:00:00,,,38361,52.0693,19.4803
