TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-08-30T10:30:00,4049,166,,51.134,16.8842
04,kujawsko-pomorskie,2020-08-30T10:30:00,1313,54,,53.1648,18.4834
06,lubelskie,2020-08-30T10:30:00,1569,25,,51.2494,23.1011
08,lubuskie,2020-08-30T10:30:00,689,14,1,52.2275,15.2559
10,łódzkie,2020-08-30T10:30:00,5263,235,,51.4635,19.1727
12,małopolskie,2020-08-30T10:30:00,7409,128,,49.7225,20.2503
14,mazowieckie,2020-08-30T10:30:00,9295,407,,51.8927,21.0022
16,opolskie,2020-08-30T10:30:00,1619,60,,50.8004,17.938
18,podkarpackie,2020-08-30T10:30:00,2403,82,,50.0575,22.0896
20,podlaskie,2020-08-30T10:30:00,1290,30,,53.0697,22.9675
22,pomorskie,2020-08-30T10:30:00,2469,44,,54.2944,18.1531
24,śląskie,2020-08-30T10:30:00,20417,477,,50.5717,19.322
26,świętokrzyskie,2020-08-30T10:30:00,1413,50,,50.6261,20.9406
28,warmińsko-mazurskie,2020-08-30T10:30:00,888,9,,53.8671,20.7028
30,wielkopolskie,2020-08-30T10:30:00,5669,225,,52.28,17.3523
32,zachodniopomorskie,2020-08-30T10:30:00,1115,27,,53.4658,15.1823
XX,nieokreślono,2020-08-30T10:00:00,,,46191,52.0693,19.4803
