TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-11-13T10:31:00,44897,649,,51.134,16.8842
04,kujawsko-pomorskie,2020-11-13T10:31:00,38950,341,,53.1648,18.4834
06,lubelskie,2020-11-13T10:31:00,33908,521,,51.2494,23.1011
08,lubuskie,2020-11-13T10:31:00,13644,187,1,52.2275,15.2559
10,łódzkie,2020-11-13T10:31:00,46840,568,,51.4635,19.1727
12,małopolskie,2020-11-13T10:31:00,73925,1112,,49.7225,20.2503
14,mazowieckie,2020-11-13T10:31:00,82006,1230,,51.8927,21.0022
16,opolskie,2020-11-13T10:31:00,19150,381,,50.8004,17.938
18,podkarpackie,2020-11-13T10:31:00,39297,692,,50.0575,22.0896
20,podlaskie,2020-11-13T10:31:00,17221,259,,53.0697,22.9675
22,pomorskie,2020-11-13T10:31:00,36771,491,,54.2944,18.1531
24,śląskie,2020-11-13T10:31:00,91975,1364,,50.5717,19.322
26,świętokrzyskie,2020-11-13T10:31:00,20090,369,,50.6261,20.9406
28,warmińsko-mazurskie,2020-11-13T10:31:00,17541,217,,53.8671,20.7028
30,wielkopolskie,2020-11-13T10:31:00,68000,919,,52.28,17.3523
32,zachodniopomorskie,2020-11-13T10:31:00,21332,199,,53.4658,15.1823
,nieokreślono,2020-11-13T10:00:00,,,267579,52.0693,19.4803
