TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-12-05T10:30:00,74416,1402,,51.134,16.8842
04,kujawsko-pomorskie,2020-12-05T10:30:00,61996,789,,53.1648,18.4834
06,lubelskie,2020-12-05T10:30:00,53690,1250,,51.2494,23.1011
08,lubuskie,2020-12-05T10:30:00,23663,423,1,52.2275,15.2559
10,łódzkie,2020-12-05T10:30:00,69287,1235,,51.4635,19.1727
12,małopolskie,2020-12-05T10:30:00,99024,2182,,49.7225,20.2503
14,mazowieckie,2020-12-05T10:30:00,125854,2446,,51.8927,21.0022
16,opolskie,2020-12-05T10:30:00,30984,772,,50.8004,17.938
18,podkarpackie,2020-12-05T10:30:00,53284,1418,,50.0575,22.0896
20,podlaskie,2020-12-05T10:30:00,27850,570,,53.0697,22.9675
22,pomorskie,2020-12-05T10:30:00,61107,1073,,54.2944,18.1531
24,śląskie,2020-12-05T10:30:00,134410,2521,,50.5717,19.322
26,świętokrzyskie,2020-12-05T10:30:00,31220,677,,50.6261,20.9406
28,warmińsko-mazurskie,2020-12-05T10:30:00,36271,690,,53.8671,20.7028
30,wielkopolskie,2020-12-05T10:30:00,105186,1818,,52.28,17.3523
32,zachodniopomorskie,2020-12-05T10:30:00,42123,595,,53.4658,15.1823
,nieokreślono,2020-12-05T10:00:00,23908,,687909,52.0693,19.4803
