TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-09-22T10:32:00,4734,173,,51.134,16.8842
04,kujawsko-pomorskie,2020-09-22T10:32:00,1840,62,,53.1648,18.4834
06,lubelskie,2020-09-22T10:32:00,2190,35,,51.2494,23.1011
08,lubuskie,2020-09-22T10:32:00,860,17,1,52.2275,15.2559
10,łódzkie,2020-09-22T10:32:00,6079,256,,51.4635,19.1727
12,małopolskie,2020-09-22T10:32:00,9740,178,,49.7225,20.2503
14,mazowieckie,2020-09-22T10:32:00,11331,433,,51.8927,21.0022
16,opolskie,2020-09-22T10:32:00,2125,73,,50.8004,17.938
18,podkarpackie,2020-09-22T10:32:00,3320,115,,50.0575,22.0896
20,podlaskie,2020-09-22T10:32:00,1626,39,,53.0697,22.9675
22,pomorskie,2020-09-22T10:32:00,3752,55,,54.2944,18.1531
24,śląskie,2020-09-22T10:32:00,21732,527,,50.5717,19.322
26,świętokrzyskie,2020-09-22T10:32:00,1807,54,,50.6261,20.9406
28,warmińsko-mazurskie,2020-09-22T10:32:00,1243,12,,53.8671,20.7028
30,wielkopolskie,2020-09-22T10:32:00,6878,257,,52.28,17.3523
32,zachodniopomorskie,2020-09-22T10:32:00,1442,30,,53.4658,15.1823
,nieokreślono,2020-09-22T10:00:00,,,64971,52.0693,19.4803
