TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2020-12-24T10:30:00,85338,1855,,51.134,16.8842
04,kujawsko-pomorskie,2020-12-24T10:30:00,79416,1336,,53.1648,18.4834
06,lubelskie,2020-12-24T10:30:00,63119,1650,,51.2494,23.1011
08,lubuskie,2020-12-24T10:30:00,29491,639,1,52.2275,15.2559
10,łódzkie,2020-12-24T10:30:00,81171,1789,,51.4635,19.1727
12,małopolskie,2020-12-24T10:30:00,106632,2582,,49.7225,20.2503
14,mazowieckie,2020-12-24T10:30:00,149333,3183,,51.8927,21.0022
16,opolskie,2020-12-24T10:30:00,35338,982,,50.8004,17.938
18,podkarpackie,2020-12-24T10:30:00,58111,1752,,50.0575,22.0896
20,podlaskie,2020-12-24T10:30:00,32595,774,,53.0697,22.9675
22,pomorskie,2020-12-24T10:30:00,76456,1432,,54.2944,18.1531
24,śląskie,2020-12-24T10:30:00,150722,3225,,50.5717,19.322
26,świętokrzyskie,2020-12-24T10:30:00,34297,880,,50.6261,20.9406
28,warmińsko-mazurskie,2020-12-24T10:30:00,49148,1080,,53.8671,20.7028
30,wielkopolskie,2020-12-24T10:30:00,125073,2676,,52.28,17.3523
32,zachodniopomorskie,2020-12-24T10:30:00,57102,917,,53.4658,15.1823
,nieokreślono,2020-12-24T10:00:00,26656,,975875,52.0693,19.4803
