TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-20 10:33:00,214375,4945,123926,51.134,16.8842
04,kujawsko-pomorskie,2021-09-20 10:33:00,181292,4802,89711,53.1648,18.4834
06,lubelskie,2021-09-20 10:33:00,128674,4505,60007,51.2494,23.1011
08,lubuskie,2021-09-20 10:33:00,74344,2061,42503,52.2275,15.2559
10,łódzkie,2021-09-20 10:33:00,181246,5154,93608,51.4635,19.1727
12,małopolskie,2021-09-20 10:33:00,224542,5882,114246,49.7225,20.2503
14,mazowieckie,2021-09-20 10:33:00,399198,9479,237789,51.8927,21.0022
16,opolskie,2021-09-20 10:33:00,70350,2057,32636,50.8004,17.938
18,podkarpackie,2021-09-20 10:33:00,127738,4477,65670,50.0575,22.0896
20,podlaskie,2021-09-20 10:33:00,70800,2155,34631,53.0697,22.9675
22,pomorskie,2021-09-20 10:33:00,193386,4502,105628,54.2944,18.1531
24,śląskie,2021-09-20 10:33:00,363904,9444,205052,50.5717,19.322
26,świętokrzyskie,2021-09-20 10:33:00,73424,2591,37759,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-20 10:33:00,122462,3022,64205,53.8671,20.7028
30,wielkopolskie,2021-09-20 10:33:00,286793,7391,148765,52.28,17.3523
32,zachodniopomorskie,2021-09-20 10:33:00,130923,2945,63168,53.4658,15.1823
,nieokreślono,2021-09-20 10:33:00,54848,76,1140608,52.0693,19.4803
