TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-12T10:30:00,122645,2935,20136,51.134,16.8842
04,kujawsko-pomorskie,2021-03-12T10:30:00,128561,3013,28163,53.1648,18.4834
06,lubelskie,2021-03-12T10:30:00,88751,3050,15569,51.2494,23.1011
08,lubuskie,2021-03-12T10:30:00,49049,1259,11498,52.2275,15.2559
10,łódzkie,2021-03-12T10:30:00,115348,3202,18756,51.4635,19.1727
12,małopolskie,2021-03-12T10:30:00,139428,3514,17591,49.7225,20.2503
14,mazowieckie,2021-03-12T10:30:00,246949,6044,57676,51.8927,21.0022
16,opolskie,2021-03-12T10:30:00,46235,1392,6088,50.8004,17.938
18,podkarpackie,2021-03-12T10:30:00,84976,2661,15193,50.0575,22.0896
20,podlaskie,2021-03-12T10:30:00,51690,1480,11903,53.0697,22.9675
22,pomorskie,2021-03-12T10:30:00,134040,2951,33913,54.2944,18.1531
24,śląskie,2021-03-12T10:30:00,208657,4996,30769,50.5717,19.322
26,świętokrzyskie,2021-03-12T10:30:00,45910,1375,6623,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-12T10:30:00,92172,2111,25148,53.8671,53.8671
30,wielkopolskie,2021-03-12T10:30:00,181255,4709,30776,52.28,17.3523
32,zachodniopomorskie,2021-03-12T10:30:00,92423,1966,19445,53.4658,15.1823
,nieokreślono,2021-03-12T10:30:00,40208,66,1181237,52.0693,19.4803
