TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-17 10:30:00,214283,4944,123806,51.134,16.8842
04,kujawsko-pomorskie,2021-09-17 10:30:00,181248,4802,89662,53.1648,18.4834
06,lubelskie,2021-09-17 10:30:00,128409,4503,59807,51.2494,23.1011
08,lubuskie,2021-09-17 10:30:00,74308,2061,42480,52.2275,15.2559
10,łódzkie,2021-09-17 10:30:00,181137,5152,93507,51.4635,19.1727
12,małopolskie,2021-09-17 10:30:00,224412,5880,114101,49.7225,20.2503
14,mazowieckie,2021-09-17 10:30:00,398916,9477,237559,51.8927,21.0022
16,opolskie,2021-09-17 10:30:00,70315,2057,32603,50.8004,17.938
18,podkarpackie,2021-09-17 10:30:00,127624,4475,65561,50.0575,22.0896
20,podlaskie,2021-09-17 10:30:00,70723,2154,34566,53.0697,22.9675
22,pomorskie,2021-09-17 10:30:00,193317,4500,105543,54.2944,18.1531
24,śląskie,2021-09-17 10:30:00,363791,9444,204940,50.5717,19.322
26,świętokrzyskie,2021-09-17 10:30:00,73389,2591,37724,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-17 10:30:00,122417,3022,64157,53.8671,20.7028
30,wielkopolskie,2021-09-17 10:30:00,286686,7391,148666,52.28,17.3523
32,zachodniopomorskie,2021-09-17 10:30:00,130814,2944,63060,53.4658,15.1823
,nieokreślono,2021-09-17 10:30:00,54810,76,1141070,52.0693,19.4803
