TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-10-27 10:31:00,218520,4988,126273,51.134,16.8842
04,kujawsko-pomorskie,2021-10-27 10:31:00,184418,4858,91450,53.1648,18.4834
06,lubelskie,2021-10-27 10:31:00,147950,4754,69644,51.2494,23.1011
08,lubuskie,2021-10-27 10:31:00,75531,2070,43221,52.2275,15.2559
10,łódzkie,2021-10-27 10:31:00,185814,5243,96262,51.4635,19.1727
12,małopolskie,2021-10-27 10:31:00,229281,5968,117294,49.7225,20.2503
14,mazowieckie,2021-10-27 10:31:00,416578,9636,246533,51.8927,21.0022
16,opolskie,2021-10-27 10:31:00,71550,2091,33279,50.8004,17.938
18,podkarpackie,2021-10-27 10:31:00,132369,4551,68225,50.0575,22.0896
20,podlaskie,2021-10-27 10:31:00,79395,2251,38887,53.0697,22.9675
22,pomorskie,2021-10-27 10:31:00,197525,4528,107938,54.2944,18.1531
24,śląskie,2021-10-27 10:31:00,368558,9531,207586,50.5717,19.322
26,świętokrzyskie,2021-10-27 10:31:00,74783,2622,38478,50.6261,20.9406
28,warmińsko-mazurskie,2021-10-27 10:31:00,125578,3064,65785,53.8671,20.7028
30,wielkopolskie,2021-10-27 10:31:00,290760,7452,150951,52.28,17.3523
32,zachodniopomorskie,2021-10-27 10:31:00,135944,2989,66086,53.4658,15.1823
,nieokreślono,2021-10-27 10:31:00,55955,76,1122690,52.0693,19.4803
