TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-23T10:30:00,213122,4902,122736,51.134,16.8842
04,kujawsko-pomorskie,2021-06-23T10:30:00,180582,4768,88928,53.1648,18.4834
06,lubelskie,2021-06-23T10:30:00,126834,4449,58741,51.2494,23.1011
08,lubuskie,2021-06-23T10:30:00,74016,2042,42205,52.2275,15.2559
10,łódzkie,2021-06-23T10:30:00,180034,5106,92258,51.4635,19.1727
12,małopolskie,2021-06-23T10:30:00,222591,5831,112363,49.7225,20.2503
14,mazowieckie,2021-06-23T10:30:00,396507,9413,235311,51.8927,21.0022
16,opolskie,2021-06-23T10:30:00,69928,2047,32238,50.8004,17.938
18,podkarpackie,2021-06-23T10:30:00,126511,4442,64764,50.0575,22.0896
20,podlaskie,2021-06-23T10:30:00,69888,2142,33884,53.0697,22.9675
22,pomorskie,2021-06-23T10:30:00,192277,4466,104587,54.2944,18.1531
24,śląskie,2021-06-23T10:30:00,362385,9392,203426,50.5717,19.322
26,świętokrzyskie,2021-06-23T10:30:00,72997,2553,37247,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-23T10:30:00,121858,3000,63673,53.8671,20.7028
30,wielkopolskie,2021-06-23T10:30:00,285499,7351,147585,52.28,17.3523
32,zachodniopomorskie,2021-06-23T10:30:00,129846,2920,62248,53.4658,15.1823
,nieokreślono,2021-06-23T10:30:00,54317,69,1148645,52.0693,19.4803
