TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-22T10:31:00,213109,4901,122719,51.134,16.8842
04,kujawsko-pomorskie,2021-06-22T10:31:00,180577,4766,88922,53.1648,18.4834
06,lubelskie,2021-06-22T10:31:00,126828,4441,58730,51.2494,23.1011
08,lubuskie,2021-06-22T10:31:00,74015,2042,42200,52.2275,15.2559
10,łódzkie,2021-06-22T10:31:00,180025,5103,92241,51.4635,19.1727
12,małopolskie,2021-06-22T10:31:00,222575,5831,112344,49.7225,20.2503
14,mazowieckie,2021-06-22T10:31:00,396478,9411,235282,51.8927,21.0022
16,opolskie,2021-06-22T10:31:00,69926,2044,32233,50.8004,17.938
18,podkarpackie,2021-06-22T10:31:00,126499,4442,64758,50.0575,22.0896
20,podlaskie,2021-06-22T10:31:00,69882,2141,33883,53.0697,22.9675
22,pomorskie,2021-06-22T10:31:00,192273,4466,104579,54.2944,18.1531
24,śląskie,2021-06-22T10:31:00,362359,9386,203409,50.5717,19.322
26,świętokrzyskie,2021-06-22T10:31:00,72993,2551,37239,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-22T10:31:00,121854,2999,63667,53.8671,20.7028
30,wielkopolskie,2021-06-22T10:31:00,285485,7347,147572,52.28,17.3523
32,zachodniopomorskie,2021-06-22T10:31:00,129833,2918,62238,53.4658,15.1823
,nieokreślono,2021-06-22T10:31:00,54319,69,1148757,52.0693,19.4803
