TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-05T10:33:00,115417,2816,15482,51.134,16.8842
04,kujawsko-pomorskie,2021-03-05T10:33:00,122752,2888,23623,53.1648,18.4834
06,lubelskie,2021-03-05T10:33:00,85447,2954,13033,51.2494,23.1011
08,lubuskie,2021-03-05T10:33:00,45587,1189,9024,52.2275,15.2559
10,łódzkie,2021-03-05T10:33:00,110220,3113,15013,51.4635,19.1727
12,małopolskie,2021-03-05T10:33:00,131847,3425,12881,49.7225,20.2503
14,mazowieckie,2021-03-05T10:33:00,229152,5729,43863,51.8927,21.0022
16,opolskie,2021-03-05T10:33:00,44655,1363,5083,50.8004,17.938
18,podkarpackie,2021-03-05T10:33:00,79291,2539,10925,50.0575,22.0896
20,podlaskie,2021-03-05T10:33:00,49161,1405,9785,53.0697,22.9675
22,pomorskie,2021-03-05T10:33:00,125874,2844,26997,54.2944,18.1531
24,śląskie,2021-03-05T10:33:00,196593,4795,23285,50.5717,19.322
26,świętokrzyskie,2021-03-05T10:33:00,43697,1319,4966,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-05T10:33:00,86060,1998,19566,53.8671,53.8671
30,wielkopolskie,2021-03-05T10:33:00,173325,4562,25214,52.28,17.3523
32,zachodniopomorskie,2021-03-05T10:33:00,89210,1910,16834,53.4658,15.1823
,nieokreślono,2021-03-05T10:33:00,38202,63,1183990,52.0693,19.4803
