TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-01-25T10:30:00,97887,2292,2424,51.134,16.8842
04,kujawsko-pomorskie,2021-01-25T10:30:00,101647,2131,4339,53.1648,18.4834
06,lubelskie,2021-01-25T10:30:00,73827,2282,2178,51.2494,23.1011
08,lubuskie,2021-01-25T10:30:00,36173,895,1362,52.2275,15.2559
10,łódzkie,2021-01-25T10:30:00,95805,2518,2762,51.4635,19.1727
12,małopolskie,2021-01-25T10:30:00,115916,2958,1825,49.7225,20.2503
14,mazowieckie,2021-01-25T10:30:00,180654,4189,6052,51.8927,21.0022
16,opolskie,2021-01-25T10:30:00,40215,1164,1052,50.8004,17.938
18,podkarpackie,2021-01-25T10:30:00,65051,2106,1164,50.0575,22.0896
20,podlaskie,2021-01-25T10:30:00,39502,1022,1350,53.0697,22.9675
22,pomorskie,2021-01-25T10:30:00,99307,2056,4455,54.2944,18.1531
24,śląskie,2021-01-25T10:30:00,169555,3965,3489,50.5717,19.322
26,świętokrzyskie,2021-01-25T10:30:00,37992,1071,771,50.6261,20.9406
28,warmińsko-mazurskie,2021-01-25T10:30:00,64961,1572,3090,53.8671,20.7028
30,wielkopolskie,2021-01-25T10:30:00,150273,3733,4762,52.28,17.3523
32,zachodniopomorskie,2021-01-25T10:30:00,76633,1434,3931,53.4658,15.1823
,nieokreślono,2021-01-25T10:30:00,32721,13,1192730,52.0693,19.4803
