TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-02T10:31:00,212639,4828,121621,51.134,16.8842
04,kujawsko-pomorskie,2021-06-02T10:31:00,180325,4730,88405,53.1648,18.4834
06,lubelskie,2021-06-02T10:31:00,126407,4381,57931,51.2494,23.1011
08,lubuskie,2021-06-02T10:31:00,73918,2024,41966,52.2275,15.2559
10,łódzkie,2021-06-02T10:31:00,179583,5040,91211,51.4635,19.1727
12,małopolskie,2021-06-02T10:31:00,222170,5757,111476,49.7225,20.2503
14,mazowieckie,2021-06-02T10:31:00,395757,9316,233700,51.8927,21.0022
16,opolskie,2021-06-02T10:31:00,69733,2026,31788,50.8004,17.938
18,podkarpackie,2021-06-02T10:31:00,126296,4411,64469,50.0575,22.0896
20,podlaskie,2021-06-02T10:31:00,69743,2119,33551,53.0697,22.9675
22,pomorskie,2021-06-02T10:31:00,192061,4422,104038,54.2944,18.1531
24,śląskie,2021-06-02T10:31:00,361784,9265,201950,50.5717,19.322
26,świętokrzyskie,2021-06-02T10:31:00,72845,2497,36908,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-02T10:31:00,121709,2973,63334,53.8671,20.7028
30,wielkopolskie,2021-06-02T10:31:00,284900,7250,146260,52.28,17.3523
32,zachodniopomorskie,2021-06-02T10:31:00,129565,2876,61593,53.4658,15.1823
,nieokreślono,2021-06-02T10:31:00,54092,69,1150938,52.0693,19.4803
