TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-01-01T10:30:00,88823,1985,,51.134,16.8842
04,kujawsko-pomorskie,2021-01-01T10:30:00,85593,1534,,53.1648,18.4834
06,lubelskie,2021-01-01T10:30:00,66024,1815,,51.2494,23.1011
08,lubuskie,2021-01-01T10:30:00,31460,684,1,52.2275,15.2559
10,łódzkie,2021-01-01T10:30:00,85467,1901,,51.4635,19.1727
12,małopolskie,2021-01-01T10:30:00,108883,2683,,49.7225,20.2503
14,mazowieckie,2021-01-01T10:30:00,157930,3462,,51.8927,21.0022
16,opolskie,2021-01-01T10:30:00,36693,1055,,50.8004,17.938
18,podkarpackie,2021-01-01T10:30:00,59508,1852,,50.0575,22.0896
20,podlaskie,2021-01-01T10:30:00,34407,844,,53.0697,22.9675
22,pomorskie,2021-01-01T10:30:00,82448,1582,,54.2944,18.1531
24,śląskie,2021-01-01T10:30:00,156258,3434,,50.5717,19.322
26,świętokrzyskie,2021-01-01T10:30:00,35247,929,,50.6261,20.9406
28,warmińsko-mazurskie,2021-01-01T10:30:00,54033,1195,,53.8671,53.8671
30,wielkopolskie,2021-01-01T10:30:00,132282,2955,,52.28,17.3523
32,zachodniopomorskie,2021-01-01T10:30:00,62761,1041,,53.4658,15.1823
,nieokreślono,2021-01-01T10:00:00,27957,5,1046280,52.0693,19.4803
