TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-01-29T10:30:00,99455,2392,3626,51.134,16.8842
04,kujawsko-pomorskie,2021-01-29T10:30:00,103951,2248,6200,53.1648,18.4834
06,lubelskie,2021-01-29T10:30:00,75139,2372,3285,51.2494,23.1011
08,lubuskie,2021-01-29T10:30:00,36837,953,1953,52.2275,15.2559
10,łódzkie,2021-01-29T10:30:00,97153,2627,3907,51.4635,19.1727
12,małopolskie,2021-01-29T10:30:00,116974,3030,2690,49.7225,20.2503
14,mazowieckie,2021-01-29T10:30:00,184176,4390,9002,51.8927,21.0022
16,opolskie,2021-01-29T10:30:00,40696,1184,1553,50.8004,17.938
18,podkarpackie,2021-01-29T10:30:00,65861,2146,1814,50.0575,22.0896
20,podlaskie,2021-01-29T10:30:00,40427,1067,2019,53.0697,22.9675
22,pomorskie,2021-01-29T10:30:00,101519,2145,6669,54.2944,18.1531
24,śląskie,2021-01-29T10:30:00,171504,4086,5121,50.5717,19.322
26,świętokrzyskie,2021-01-29T10:30:00,38382,1098,1194,50.6261,20.9406
28,warmińsko-mazurskie,2021-01-29T10:30:00,66634,1666,4398,53.8671,53.8671
30,wielkopolskie,2021-01-29T10:30:00,152696,3860,6966,52.28,17.3523
32,zachodniopomorskie,2021-01-29T10:30:00,78163,1502,5546,53.4658,15.1823
,nieokreślono,2021-01-29T10:30:00,33243,14,1191409,52.0693,19.4803
