TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-10-08 10:30:00,215400,4958,124714,51.134,16.8842
04,kujawsko-pomorskie,2021-10-08 10:30:00,181996,4831,90251,53.1648,18.4834
06,lubelskie,2021-10-08 10:30:00,132557,4572,62083,51.2494,23.1011
08,lubuskie,2021-10-08 10:30:00,74620,2062,42739,52.2275,15.2559
10,łódzkie,2021-10-08 10:30:00,182382,5170,94456,51.4635,19.1727
12,małopolskie,2021-10-08 10:30:00,225889,5913,115301,49.7225,20.2503
14,mazowieckie,2021-10-08 10:30:00,402809,9517,239904,51.8927,21.0022
16,opolskie,2021-10-08 10:30:00,70600,2072,32849,50.8004,17.938
18,podkarpackie,2021-10-08 10:30:00,128919,4505,66515,50.0575,22.0896
20,podlaskie,2021-10-08 10:30:00,72458,2176,35404,53.0697,22.9675
22,pomorskie,2021-10-08 10:30:00,194337,4516,106257,54.2944,18.1531
24,śląskie,2021-10-08 10:30:00,364993,9470,205841,50.5717,19.322
26,świętokrzyskie,2021-10-08 10:30:00,73681,2598,37948,50.6261,20.9406
28,warmińsko-mazurskie,2021-10-08 10:30:00,123174,3030,64664,53.8671,20.7028
30,wielkopolskie,2021-10-08 10:30:00,287678,7410,149439,52.28,17.3523
32,zachodniopomorskie,2021-10-08 10:30:00,132269,2958,64026,53.4658,15.1823
,nieokreślono,2021-10-08 10:30:00,55101,76,1134198,52.0693,19.4803
