TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-02T10:31:00,100534,2430,5066,51.134,16.8842
04,kujawsko-pomorskie,2021-02-02T10:31:00,105495,2307,8660,53.1648,18.4834
06,lubelskie,2021-02-02T10:31:00,76009,2417,4581,51.2494,23.1011
08,lubuskie,2021-02-02T10:31:00,37360,962,2711,52.2275,15.2559
10,łódzkie,2021-02-02T10:31:00,98042,2663,5344,51.4635,19.1727
12,małopolskie,2021-02-02T10:31:00,117869,3060,3736,49.7225,20.2503
14,mazowieckie,2021-02-02T10:31:00,186917,4535,12607,51.8927,21.0022
16,opolskie,2021-02-02T10:31:00,41019,1197,2031,50.8004,17.938
18,podkarpackie,2021-02-02T10:31:00,66415,2177,2579,50.0575,22.0896
20,podlaskie,2021-02-02T10:31:00,41097,1095,2900,53.0697,22.9675
22,pomorskie,2021-02-02T10:31:00,103060,2214,9133,54.2944,18.1531
24,śląskie,2021-02-02T10:31:00,172800,4132,7004,50.5717,19.322
26,świętokrzyskie,2021-02-02T10:31:00,38704,1106,1619,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-02T10:31:00,67667,1690,5906,53.8671,20.7028
30,wielkopolskie,2021-02-02T10:31:00,154209,3927,9454,52.28,17.3523
32,zachodniopomorskie,2021-02-02T10:31:00,79306,1550,7377,53.4658,15.1823
,nieokreślono,2021-02-02T10:31:00,33712,14,1190688,52.0693,19.4803
