TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-07T10:30:00,117559,2833,17161,51.134,16.8842
04,kujawsko-pomorskie,2021-03-07T10:30:00,124281,2901,25156,53.1648,18.4834
06,lubelskie,2021-03-07T10:30:00,86282,2977,13874,51.2494,23.1011
08,lubuskie,2021-03-07T10:30:00,46705,1212,9934,52.2275,15.2559
10,łódzkie,2021-03-07T10:30:00,111534,3132,16108,51.4635,19.1727
12,małopolskie,2021-03-07T10:30:00,133906,3447,14202,49.7225,20.2503
14,mazowieckie,2021-03-07T10:30:00,234463,5779,48106,51.8927,21.0022
16,opolskie,2021-03-07T10:30:00,45093,1367,5436,50.8004,17.938
18,podkarpackie,2021-03-07T10:30:00,80820,2579,12225,50.0575,22.0896
20,podlaskie,2021-03-07T10:30:00,49862,1431,10539,53.0697,22.9675
22,pomorskie,2021-03-07T10:30:00,128275,2870,29172,54.2944,18.1531
24,śląskie,2021-03-07T10:30:00,199725,4827,25404,50.5717,19.322
26,świętokrzyskie,2021-03-07T10:30:00,44228,1325,5482,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-07T10:30:00,87895,2018,21407,53.8671,20.7028
30,wielkopolskie,2021-03-07T10:30:00,175485,4597,26965,52.28,17.3523
32,zachodniopomorskie,2021-03-07T10:30:00,90068,1925,17745,53.4658,15.1823
,nieokreślono,2021-03-07T10:30:00,38733,65,1183652,52.0693,19.4803
